timestamp,observer_vehicle_id,vehicle_0_x,vehicle_0_y,vehicle_0_theta,vehicle_0_velocity,vehicle_1_x,vehicle_1_y,vehicle_1_theta,vehicle_1_velocity,vehicle_2_x,vehicle_2_y,vehicle_2_theta,vehicle_2_velocity,vehicle_3_x,vehicle_3_y,vehicle_3_theta,vehicle_3_velocity
1759830043.3538985,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6000034267581684,0.5999996467332185,-0.3141576051807695,8.977397120960666e-07,24.0,6.0,-0.05483113549895436,0.0
1759830043.3654544,3,0.0,0.0,0.0,0.0,1.9295870220168583,1.4471898639694702,0.7577467523348788,0.0,3.0400065164294636,1.1399993184258848,-0.5968994498434621,1.7057054529825266e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.375613,3,0.0,0.0,0.0,0.0,3.3752608794028327,2.5314449554179186,1.3254613243497024,0.0,4.336009383639358,1.6259987874855115,-0.7249196016254029,2.0355108295556037e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.3861537,3,0.0,0.0,0.0,0.0,4.462021937064122,3.346515521947889,1.752231225168234,0.0,5.502411960362488,2.0633983030410463,-0.8401377382291496,2.332335668471373e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.3974218,3,0.0,0.0,0.0,0.0,5.28144663594213,3.9610838751611017,2.0740184248503697,0.0,6.5521742746684835,2.457057860702832,-0.943834061172311,2.599478023495565e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.4082253,3,0.0,0.0,0.0,0.0,5.902274975101837,4.426705000016013,2.3178170472436825,0.0,7.496960351418314,2.811351457833031,-1.037160751821156,2.839906143017338e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.4193158,3,0.0,0.0,0.0,0.0,6.374347093202544,4.780758990109637,2.50319926130147,0.0,9.090824555301282,3.409048789664055,-1.3051767173164655,3.592988280608743e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.4308352,3,0.0,0.0,0.0,0.0,6.73456614971421,5.050923207345844,2.644656898135879,0.0,10.370007800416225,3.888741107568806,-1.5187234030017263,4.192503388149632e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.442349,3,0.0,0.0,0.0,0.0,7.010595433992345,5.257945112970256,2.753053301783151,0.0,11.39939629088042,4.274760675787619,-1.6889966697450878,4.670004841255632e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.4532838,3,0.0,0.0,0.0,0.0,7.223168758303111,5.4173750618570855,2.8365306180646166,0.0,12.230510945733233,4.586427785782907,-1.8249605989651256,5.050780280161256e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.4636958,3,0.0,1.335023232685103,0.6990167261548892,0.0,7.387644293045951,5.540731678601949,2.901119984010736,0.0,12.903633381603184,4.838847998321492,-1.9336206519970938,5.354591087434572e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.474464,3,0.0,2.357928486231872,1.2346088147380814,0.0,7.515317899775748,5.63648685701451,2.9512572723291783,0.0,13.449888049141057,5.043692944467043,-2.020275822262037,5.5963483030267185e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.485223,3,0.0,3.1447820509719406,1.6466044934062767,0.0,7.622748131913513,5.717059508706143,2.993445009174489,0.0,13.894287171911895,5.210342178030545,-2.089230792982758,5.788180255136783e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.496741,3,0.0,3.751773291016199,1.9644244526642551,0.0,7.705062841823471,5.778795523966427,3.0257699073998428,0.0,14.256392690285695,5.346131366894356,-2.1437451985415445,5.974614990945546e-06,24.0,6.0,-0.05483113549895436,0.0
1759830043.5074532,3,0.0,4.2224990258800625,2.210895940234993,0.0,7.768469060855432,5.8263501750128315,3.050669461553707,0.0,14.552494695062492,5.457169315867425,-2.18674749252523,6.122557050592527e-06,24.0,6.0,-0.05483113549895436,0.0
