timestamp,observer_vehicle_id,vehicle_0_x,vehicle_0_y,vehicle_0_theta,vehicle_0_velocity,vehicle_1_x,vehicle_1_y,vehicle_1_theta,vehicle_1_velocity,vehicle_2_x,vehicle_2_y,vehicle_2_theta,vehicle_2_velocity,vehicle_3_x,vehicle_3_y,vehicle_3_theta,vehicle_3_velocity
1759830036.9265573,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830036.9379456,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830036.9481454,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830036.9588435,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830036.9692976,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830036.9807317,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830036.9917307,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0028265,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0138092,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0245385,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0353708,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0461578,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.05729,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0673227,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.0783436,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759830037.088511,1,0.0,0.0,0.0,0.0,8.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
