timestamp,observer_vehicle_id,vehicle_0_x,vehicle_0_y,vehicle_0_theta,vehicle_0_velocity,vehicle_1_x,vehicle_1_y,vehicle_1_theta,vehicle_1_velocity
1759827516.63047,1,0.0,0.0,0.0,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759827516.6405613,1,0.0,0.0,0.0,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759827517.3027778,1,-0.2340379571289134,-0.1612045214345045,-0.13939412538545357,0.0,-1.7349996599784263,-0.35000028925446364,-0.7230011404521317,0.0
1759827517.4100132,1,-0.4256642470131876,-0.2931960356915213,-0.2535276591376921,0.0,-1.7349996577811777,-0.35000029112365083,-0.7180963649787699,0.0
1759827517.5080776,1,-0.580984785472781,-0.4001802761048684,-0.34603731389017733,0.0,-1.7349996570913868,-0.3500002917104521,-0.7176961356278841,0.0
1759827517.605949,1,-0.7000688993444041,-0.4822049947557535,-0.416964381038064,0.0,-1.734999656835023,-0.3500002919285394,-0.7176724363859535,0.0
1759827517.7143447,1,-0.7964506946852498,-0.5485924362781608,-0.47436983880838895,0.0,-1.7349996567374888,-0.35000029201151134,-0.7176770662974317,0.0
1759827517.8264139,1,-0.877164816118856,-0.6041880391381873,-0.5224435551470403,0.0,-1.7349996567002555,-0.35000029204318545,-0.7176822543346191,0.0
1759827517.926431,1,-0.9424922630436147,-0.649185354732781,-0.5613528946381786,0.0,-1.7349996566860348,-0.3500002920552829,-0.7176863217286584,0.0
1759827518.027506,1,-0.9922429743103666,-0.6834534696111096,-0.590984655953345,0.0,-1.7349996566806032,-0.35000029205990363,-0.7176895450454985,0.0
1759827518.1179442,1,-1.0336342250197013,-0.7119636174692989,-0.6156374826230793,0.0,-1.7349996566785284,-0.3500002920616686,-0.7176923390107888,0.0
1759827518.218177,1,-1.0672905512560864,-0.7351459765649714,-0.6356833513230195,0.0,-1.734999656677736,-0.35000029206234273,-0.7176943850134307,0.0
1759827518.317715,1,-1.0947063515833486,-0.7540298833710193,-0.6520123329772897,0.0,-1.7349996566774333,-0.35000029206260025,-0.7176961858121018,0.0
1759827518.4110749,1,-1.1157808036111283,-0.7685458917796951,-0.6645643772885117,0.0,-1.7349996566773176,-0.3500002920626986,-0.7176977806174349,0.0
1759827518.5106153,1,-1.1330242293832062,-0.7804231027824732,-0.6748346440590587,0.0,-1.7349996566772734,-0.3500002920627362,-0.7176990495312872,0.0
1759827518.6311204,1,-1.1467330656824262,-0.7898657009923971,-0.682999692453023,0.0,-1.7349996566772565,-0.3500002920627505,-0.7177001140192232,0.0
1759827518.7439404,1,-1.1577676527481968,-0.7974662857393624,-0.6895719452272836,0.0,-1.73499965667725,-0.350000292062756,-0.7177009881758494,0.0
1759827518.871152,1,-1.1666288860456564,-0.8035698720574127,-0.6948497381139113,0.0,-1.7349996566772476,-0.3500002920627581,-0.7182016855241102,0.0012113844016891308
1759827518.9927511,1,-1.1741452041536562,-0.8087470855248938,-0.6993264930883463,0.0,-1.7369063299585923,-0.3486074380014065,-0.7170610180307847,0.024316779552467943
1759827519.0942194,1,-1.1802606326336311,-0.812959371145462,-0.7029688715075606,0.0,-1.7378645151520828,-0.34784536169382746,-0.7158811420845028,0.02620145935973963
1759827519.2255023,1,-1.1850599117917626,-0.8162650977438659,-0.705827345102764,0.0,-1.742374761606043,-0.34427809689199734,-0.7125593428908964,0.04830635276235689
1759827519.331253,1,-1.1889349904189903,-0.8189342382682776,-0.7081353604463809,0.0,-1.7445878302459428,-0.34245616520742833,-0.7098028550744624,0.05035461942730098
1759827519.4455576,1,-1.192050143456298,-0.8210799447200641,-0.7099907604780867,0.0,-1.7500425964851754,-0.33787717440385207,-0.7056312117330268,0.052554883403711214
1759827519.5555224,1,-1.1945627464125574,-0.8228106167960284,-0.7114872788028292,0.0,-1.7526678592407219,-0.3356542881826504,-0.70229562639554,0.052893245075369556
1759827519.6801915,1,-1.1965499585849941,-0.8241794015486231,-0.7126708718666653,0.0,-1.7586493238819723,-0.3306318778493593,-0.6975240156244894,0.0522682129287593
1759827519.810854,1,-1.1981957424556122,-0.8253250511260632,-0.7133006556424994,0.006260609524171416,-1.7615243840512231,-0.3282016771384883,-0.6937801933747211,0.052308114397256036
1759827519.9221573,1,-1.1994338321686513,-0.826273234250392,-0.7137263548947672,0.01140083757676906,-1.7677373605997337,-0.3230817811699653,-0.688530783296891,0.05436491527310052
1759827520.0242212,1,-1.1995942725550646,-0.8278995083283608,-0.7125850874967937,0.020763389805701624,-1.7706326453937415,-0.32067045125362753,-0.6845394897194095,0.05461379103355542
1759827520.1458845,1,-1.1989149209699477,-0.8300332585970006,-0.710186792079525,0.03299918151277892,-1.776681165896345,-0.31575547998982867,-0.678988256941359,0.05441133610041711
1759827520.2542784,1,-1.1955807666641207,-0.8341785101195633,-0.7018636287444022,0.04975463554671943,-1.7794522051016262,-0.3134894988624657,-0.6746884185435842,0.05595826995453527
1759827520.3700933,1,-1.1926821186638121,-0.8378270940750453,-0.693132338148119,0.06328250095513395,-1.785525106963157,-0.30865692588915533,-0.6668855362468715,0.05351611962063159
1759827520.4687023,1,-1.1866881208187667,-0.8435702362632201,-0.6757098265511456,0.08064407032544552,-1.7883760066322523,-0.30636872499352374,-0.6604179207150316,0.054858281473609674
1759827520.5888634,1,-1.1818269313132754,-0.8483409965130503,-0.6611237523904778,0.09460819490002922,-1.7942116532155048,-0.30193465108801165,-0.6483546030767865,0.058184088625024354
1759827520.706878,1,-1.173878893594858,-0.8547844682846206,-0.6375557318949832,0.10488401025378064,-1.796938454543774,-0.299820161048446,-0.6384931807633794,0.05950909295023781
1759827520.8328042,1,-1.162565932335939,-0.8627345941714181,-0.6067507021092693,0.12108109364868677,-1.8034264190397793,-0.2951384917502818,-0.6210121277471485,0.061730875464759305
1759827520.9522324,1,-1.1530332914855428,-0.8693985774529865,-0.5785285762857518,0.13345140186319,-1.8065236330129621,-0.2928430990274375,-0.6069525975890403,0.06198514627928458
1759827521.0726576,1,-1.139967712196216,-0.8771197315392084,-0.5429542910390883,0.14123625849305083,-1.813371076594894,-0.2881628571254269,-0.5861974426335769,0.05901587004664598
1759827521.19267,1,-1.1293455947884736,-0.8833503968546009,-0.5136124123596411,0.146048193847402,-1.81663900460756,-0.28586619038129296,-0.569827471667171,0.05872290103563161
1759827521.3092334,1,-1.1144524962701434,-0.8906780200072744,-0.47824631519080146,0.14844318701408035,-1.8232319256005556,-0.2816927337602054,-0.5482240698716843,0.059078524201351644
1759827521.4285073,1,-1.1024547327822538,-0.8965000715286665,-0.44967393227753855,0.14997018730899467,-1.8263450416553222,-0.27966090425662465,-0.5317496127558601,0.059095276416439954
1759827521.5285537,1,-1.0856740752829106,-0.9034108942998104,-0.42010742293607184,0.155201587525234,-1.8304934812240883,-0.276936068331315,-0.5186814366596998,0.031331672634430034
1759827521.6253946,1,-1.072561258647093,-0.9087849115384158,-0.39725197970730924,0.15886049672257493,-1.8323556009029418,-0.27573023348457065,-0.510028718433549,0.028992994294462116
1759827521.7165093,1,-1.0551227949798678,-0.9151802534571749,-0.3780574727784077,0.16138558407426218,-1.8331261706431747,-0.27520213514350145,-0.5055558414331404,0.02839031958913686
1759827521.8066688,1,-1.040521843509463,-0.9204688681659683,-0.36212983778065044,0.16356985289961076,-1.8260996647955292,-0.2795267062903227,-0.5166567966707516,0.054647857534338345
1759827521.9224262,1,-1.0214811073267718,-0.9270123147681165,-0.3524214703317384,0.16629978492884556,-1.822508106579994,-0.2817590209462426,-0.5286445741231464,0.05697429568096578
1759827522.0203476,1,-1.0058136328683007,-0.9323704580755937,-0.344588388548465,0.1692244084338255,-1.8112892937199525,-0.2894366692622871,-0.5554027907063697,0.09580493229347432
1759827522.1159208,1,-0.9864134508468392,-0.9390375350986387,-0.3419812937989695,0.180869868693486,-1.806119381922338,-0.2931102129924594,-0.5795000383015435,0.09835844946956107
1759827522.2077386,1,-0.9701395981335358,-0.9446521808788007,-0.339880974396875,0.19093367122102334,-1.8043155891160274,-0.294532984967477,-0.5949266570917554,0.09867208494924903
1759827522.3172803,1,-0.9494631526996967,-0.9518626436436056,-0.34048666953967804,0.1920548105390955,-1.7895639694534073,-0.306179413173215,-0.6332141097301031,0.10988357216294764
1759827522.4106371,1,-0.9323545893851891,-0.9578240644223911,-0.341077759285336,0.19269516968744535,-1.7828334548698372,-0.31172698565982754,-0.6659697178904184,0.10893922399676789
1759827522.4989934,1,-0.9112490725506595,-0.9653266284010508,-0.3415232096674019,0.19831314028329275,-1.780471146762738,-0.31386393020361547,-0.6853474593921669,0.10778272239697657
