timestamp,observer_vehicle_id,vehicle_0_x,vehicle_0_y,vehicle_0_theta,vehicle_0_velocity,vehicle_1_x,vehicle_1_y,vehicle_1_theta,vehicle_1_velocity
1759837626.9713712,1,0.0,0.0,0.0,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837626.982795,1,0.0,0.0,0.0,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837626.9932036,1,-0.2403915864024157,-0.1655808789235721,-0.14317837733530042,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0046127,1,-0.4306251716986818,-0.2966131031604413,-0.2564824095812565,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0154128,1,-0.5816694925412845,-0.4006518999245898,-0.3464451286913752,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0264704,1,-0.7018736121118105,-0.4834480745602668,-0.4180392765843706,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0374851,1,-0.7977889999038426,-0.549514256204053,-0.47516693979035385,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0487108,1,-0.8787709508195443,-0.6052943390690194,-0.5234001766481002,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.059298,1,-0.9429572624152888,-0.6495056446639428,-0.5616298504854885,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0704265,1,-0.9939315386391756,-0.684616546779772,-0.5919903729347225,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0817893,1,-1.0345102911815338,-0.71256704875923,-0.6161592718144843,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.0924664,1,-1.0669235429753656,-0.7348931825524875,-0.6354647594376348,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.1032014,1,-1.0943288713674852,-0.7537698763264535,-0.6517875039573044,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.1140578,1,-1.1160545023439683,-0.7687344145038975,-0.6647273935613905,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.1252925,1,-1.1333153541909147,-0.7806236285257333,-0.6750080393853825,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.1363702,1,-1.1470677216356935,-0.7900962108355587,-0.6831990151376123,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.1474123,1,-1.1580538152755118,-0.7976633934813466,-0.6897423849956975,0.0,-1.735,-0.35,-0.7801621756414646,0.0
1759837627.1583445,1,-1.167374318453318,-0.8040833232770909,-0.6952937212172275,0.0,-1.735,-0.35,-0.7801621756414646,0.0
