timestamp,vehicle_id,x,y,theta,velocity,gps_available,dt,gps_x,gps_y,gps_theta,gps_velocity,control_steering,control_acceleration
1759837106.3176813,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01,nan,nan,nan,nan,0.0,0.0
1759837106.3278131,1,8.0,6.0,-0.05483113549895435,0.0,False,0.0101318359375,nan,nan,nan,nan,0.0,0.0
1759837106.3384802,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010667085647583008,nan,nan,nan,nan,0.0,0.0
1759837106.3489087,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010428428649902344,nan,nan,nan,nan,0.0,0.0
1759837106.36038,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011471271514892578,nan,nan,nan,nan,0.0,0.0
1759837106.371853,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01147317886352539,nan,nan,nan,nan,0.0,0.0
1759837106.3824341,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010581016540527344,nan,nan,nan,nan,0.0,0.0
1759837106.3935914,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01115727424621582,nan,nan,nan,nan,0.0,0.0
1759837106.4040582,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010466814041137695,nan,nan,nan,nan,0.0,0.0
1759837106.415284,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011225700378417969,nan,nan,nan,nan,0.0,0.0
1759837106.4256563,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010372400283813477,nan,nan,nan,nan,0.0,0.0
1759837106.4364784,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010822057723999023,nan,nan,nan,nan,0.0,0.0
1759837106.4470043,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010525941848754883,nan,nan,nan,nan,0.0,0.0
1759837106.4580526,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011048316955566406,nan,nan,nan,nan,0.0,0.0
1759837106.4687667,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010714054107666016,nan,nan,nan,nan,0.0,0.0
1759837106.478901,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010134220123291016,nan,nan,nan,nan,0.0,0.0
1759837106.4891987,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010297775268554688,nan,nan,nan,nan,0.0,0.0
1759837106.500016,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010817289352416992,nan,nan,nan,nan,0.0,0.0
1759837106.51083,1,8.000000945727031,5.99999905427297,-2.8798442743469135,0.0,True,0.01081395149230957,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759837106.5220015,1,8.000000951017842,5.999999048982158,-3.1211967096588893,0.0,True,0.011171579360961914,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759837106.5327544,1,8.00000095267779,5.999999047322208,3.1393631706408662,0.0,True,0.01075291633605957,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
