timestamp,observer_vehicle_id,vehicle_0_x,vehicle_0_y,vehicle_0_theta,vehicle_0_velocity,vehicle_1_x,vehicle_1_y,vehicle_1_theta,vehicle_1_velocity,vehicle_2_x,vehicle_2_y,vehicle_2_theta,vehicle_2_velocity
1759837106.716804,0,0.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759837106.727949,0,0.0,6.0,-0.05483113549895436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1759837106.7380564,0,0.0,6.0,-0.05483113549895436,0.0,1.0140747070312501,0.7605560302734375,-0.39822620577003487,0.0,0.0,0.0,0.0,0.0
1759837106.748611,0,0.0,6.0,-0.05483113549895436,0.0,1.8848593126685593,1.4136444845014196,-0.7401825203704497,0.0,0.0,0.0,0.0,0.0
1759837106.7587426,0,0.0,6.0,-0.05483113549895436,0.0,2.634710757275449,1.976033067956587,-1.0346484937415608,0.0,0.0,0.0,0.0,0.0
1759837106.7696028,0,0.0,6.0,-0.05483113549895436,0.0,3.280960208826711,2.460720156620033,-1.2884300596240574,0.0,0.0,0.0,0.0,0.0
1759837106.7797084,0,0.0,6.0,-0.05483113549895436,0.0,3.8915585736980223,2.9186689302735167,-1.5282114765217738,0.0,0.0,0.0,0.0,0.0
1759837106.7903636,0,0.0,6.0,-0.05483113549895436,0.0,4.414396158395082,3.310797118796312,-1.7335293156752785,0.0,0.0,0.0,0.0,0.0
1759837106.8006668,0,0.0,6.0,-0.05483113549895436,0.0,4.863309091064949,3.647481818298712,-1.9098170118959783,0.0,0.0,0.0,0.0,0.0
1759837106.8108017,0,0.0,6.0,-0.05483113549895436,0.0,5.283064836682159,3.962298627511619,-2.074654707549265,0.0,0.0,0.0,0.0,0.0
1759837106.8213806,0,0.0,6.0,-0.05483113549895436,0.0,5.640899942959585,4.230674957219689,-2.2151762250234066,0.0,0.0,0.0,0.0,0.0
1759837106.8315566,0,0.0,6.0,-0.05483113549895436,0.0,5.946805009989284,4.460103757491963,-2.3353048637956895,0.0,0.0,0.0,0.0,0.0
1759837106.8417664,0,0.0,6.0,-0.05483113549895436,0.0,6.230769036942514,4.673076546888146,-1.5778313099217507,0.0,0.0,0.0,0.0,0.0
1759837106.852036,0,0.0,6.0,-0.05483113549895436,0.0,6.471825991343572,4.853869066747,-0.9348122983401507,0.0,0.0,0.0,0.0,0.0
1759837106.8630404,0,0.0,6.0,-0.05483113549895436,0.0,6.6766757131867704,5.007506191618328,-0.3883760173804779,0.0,0.0,0.0,0.0,0.0
1759837106.873781,0,0.0,6.0,-0.05483113549895436,0.0,6.85122297572547,5.138416496642483,0.0772285054625944,0.0,0.0,0.0,0.0,0.0
1759837106.8847516,0,0.0,6.0,-0.05483113549895436,0.0,7.01287905143379,5.259658422022391,0.5084458095905705,0.0,0.0,0.0,0.0,0.0
1759837106.8949745,0,0.0,6.0,-0.05483113549895436,0.0,7.149768626694071,5.362325492197595,0.8735985163373893,0.0,0.0,0.0,0.0,0.0
1759837106.9057686,0,0.0,6.0,-0.05483113549895436,0.0,7.2658394691071955,5.4493785296598345,1.1832172889937307,0.0,0.0,0.0,0.0,0.0
1759837106.9164882,0,-1.8159219635432118e-06,5.999996216829158,-2.8798515882672984,0.0,7.372236403192136,5.529176143739324,1.46703092781033,0.0,0.0,0.0,0.0,0.0
1759837106.927698,0,-1.8259964845656314e-06,5.999996195840572,-3.121293210975118,0.0,7.461806553497635,5.596353683661801,1.7059591498139732,0.0,0.0,0.0,0.0,0.0
1759837106.9381068,0,-1.8291571806177408e-06,5.999996189255788,3.139294834534585,0.0,7.537476334269929,5.653105957733217,1.9078081599771197,0.0,0.0,0.0,0.0,0.0
1759837106.9487112,0,-1.830331766728059e-06,5.999996186808734,3.1363161796443,0.0,7.606582913916779,5.704935836295418,2.09214984241774,0.0,0.0,0.0,0.0,0.0
1759837106.9593318,0,-1.8307786359235715e-06,5.999996185877756,3.135948927993841,0.0,7.664528496859591,5.748394976401749,2.246719585331752,0.0,0.0,0.0,0.0,0.0
1759837106.9694202,0,-1.8309492257283275e-06,5.999996185522361,3.1363429862248857,0.0,7.713262537303954,5.7849454671217995,2.376717554462215,0.0,0.0,0.0,0.0,0.0
1759837106.9796448,0,-1.8310143797188564e-06,5.999996185386624,3.136884931547609,0.0,7.754330633972137,5.815746506240941,2.486266631744499,0.0,0.0,0.0,0.0,0.0
1759837106.9910908,0,-1.8310392660213182e-06,5.999996185334777,3.13734541121325,0.0,7.791600349225761,5.843698762386657,2.5856835331313843,0.0,0.0,0.0,0.0,0.0
1759837107.001985,0,-1.8310487717258726e-06,5.9999961853149735,3.137870266065997,0.0,7.8227619412247895,5.867069931056384,2.668807026234125,0.0,0.0,0.0,0.0,0.0
1759837107.0126824,0,-1.8310524025809706e-06,5.999996185307409,3.138343889526107,0.0,7.8488848245948475,5.886662072350073,2.7384897727286703,0.0,0.0,0.0,0.0,0.0
1759837107.0239854,0,-1.8310537894441567e-06,5.99999618530452,3.1387073121976172,0.0,7.872358642634845,5.904267416799496,2.8011061420079955,0.0,0.0,0.0,0.0,0.0
1759837107.034555,0,-1.831054319178753e-06,5.9999961853034165,3.139055926531398,0.0,7.891916300063444,5.918935643973601,2.853276159586769,0.0,0.0,0.0,0.0,0.0
1759837107.045143,0,-1.8310545215193638e-06,5.999996185302995,3.1393393633439004,0.0,7.908248408302309,5.931184711877278,2.896842030245396,0.0,0.0,0.0,0.0,0.0
1759837107.0563989,0,-1.8310545988065998e-06,5.999996185302834,3.139546780531756,0.0,7.922909507360363,5.942180524253617,2.9359504867860227,0.0,0.0,0.0,0.0,0.0
1759837107.0676355,0,-1.831054628327697e-06,5.999996185302773,3.1397299321033856,0.0,7.9350546656262715,5.951289383080917,2.968347675587527,0.0,0.0,0.0,0.0,0.0
1759837107.0784712,0,-1.8310546396037528e-06,5.999996185302749,3.139904190919559,0.0,7.945145701573248,5.958857651838701,2.9952654966335164,0.0,0.0,0.0,0.0,0.0
1759837107.0898323,0,-1.8310546439108228e-06,5.99999618530274,3.140037508730771,0.0,7.954114104956438,5.965583947086172,3.019188697244976,0.0,0.0,0.0,0.0,0.0
1759837107.101058,0,-1.8310546455559772e-06,5.999996185302736,3.140160151830255,0.0,7.961513222339924,5.971133279109451,3.038925830149219,0.0,0.0,0.0,0.0,0.0
1759837107.2245495,0,-1.8310546461843702e-06,5.999996185302735,3.1392967808519003,0.0,7.968019972567029,5.9760133364908,3.0562825751974434,0.0,0.0,0.0,0.0,0.0
1759837107.235398,0,-1.831054646424395e-06,5.999996185302734,3.1400545522826224,0.0,7.974355368154257,5.980764878031526,3.0731822320382927,0.0,0.0,0.0,0.0,0.0
1759837107.246642,0,-1.8310546465160764e-06,5.999996185302734,3.140501472696254,0.0,7.979378057066445,5.984531890633,3.0865802460795044,0.0,0.0,0.0,0.0,0.0
