timestamp,observer_vehicle_id,vehicle_0_x,vehicle_0_y,vehicle_0_theta,vehicle_0_velocity,vehicle_1_x,vehicle_1_y,vehicle_1_theta,vehicle_1_velocity,vehicle_2_x,vehicle_2_y,vehicle_2_theta,vehicle_2_velocity
1759838806.9970484,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0085685,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0200658,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0300722,2,0.0,0.0,0.0,0.0,-0.34186785368328854,-0.06896453434833347,-0.14141802048297905,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0410004,2,-0.2363819468960628,-0.16281902840154316,-0.14079005817958434,0.0,-0.61332848238044,-0.12372591553788649,-0.2537111897172548,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0519054,2,-0.4242808613698523,-0.29224311976745043,-0.25270342317220584,0.0,-0.8294468859207226,-0.1673231853708921,-0.34311133801819,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0623488,2,-0.574099231557828,-0.39543747022871745,-0.34193585962561307,0.0,-1.0020331615103102,-0.20213877859708518,-0.41450386350267204,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.073779,2,-0.6937255029749935,-0.477835612469277,-0.41318575807930075,0.0,-1.1400511794706398,-0.22998096451121325,-0.4715967860475805,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0838997,2,-0.7896343354210931,-0.5438972686957849,-0.47030945249560757,0.0,-1.2508760576047593,-0.25233751553636735,-0.5174409176824721,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.0942988,2,-0.8666879650875443,-0.5969715295767155,-0.5162029107149777,0.0,-1.3400499673241855,-0.2703264463280815,-0.5543288486633474,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1043456,2,-0.9287677544429463,-0.6397318635148374,-0.5531778881609772,0.0,-1.4120047430806637,-0.2848417847862608,-0.5840938641280794,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1157546,2,-0.9788256844274877,-0.6742115842841193,-0.5829925968027163,0.0,-1.4740299502532062,-0.29735404496055634,-0.6097513862492252,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1261704,2,-1.0221026462762008,-0.7040205987748764,-0.6087685329794119,0.0,-1.52360070419427,-0.30735388532579977,-0.630256964122857,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.13643,2,-1.0567235610642778,-0.7278673594187672,-0.6293888919841841,0.0,-1.5633217861813093,-0.3153667648449894,-0.6466880989181546,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1473658,2,-1.0844667325444608,-0.7469767553963161,-0.6459128388340618,0.0,-1.59520392145201,-0.3217983043690635,-0.6598765529075431,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1579795,2,-1.1067631800968751,-0.762334467670707,-0.6591926945477586,0.0,-1.620868490607877,-0.32697558278824085,-0.6704930309632237,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1683724,2,-1.124731005130538,-0.7747106404406023,-0.6698944049155231,0.0,-1.64158415285292,-0.3311545249878496,-0.6790623302293723,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1793537,2,-1.1392361712847923,-0.784701746322631,-0.678533741436683,0.0,-1.6583345873068251,-0.3345335672107432,-0.6859913621847888,0.0,-1.95,0.197,-0.8848819307611251,0.0
1759838807.1948555,2,-1.15091626700763,-0.7927469539292239,-0.6854904544088649,0.0,-1.6726376207280456,-0.33741889857207363,-0.6919079953269173,0.0,-1.9499999290704728,0.19700005603432655,-0.4727053897837017,0.0
1759838807.2062368,2,-1.1609837688778535,-0.7996814127339873,-0.6914866998609556,0.0,-1.6841302371527618,-0.3397372883581716,-0.6966620634483944,0.0,-1.9499999286736618,0.19700005634780712,-0.43747594636216114,0.0
1759838807.2169833,2,-1.1690826410852,-0.8052598865610442,-0.6963104214024433,0.0,-1.69339554602593,-0.3416063664395038,-0.7004947772466935,0.0,-1.9499999285491656,0.19700005644615914,-0.4341733584131333,0.0
1759838807.2281945,2,-1.175610811937162,-0.8097564669865497,-0.7001986267672046,0.0,-1.700879979345872,-0.34311619093224227,-0.7035908090412583,0.0,-1.9499999285028997,0.19700005648270913,-0.4337351605922102,0.0
1759838807.2384977,2,-1.1808918971842985,-0.8133940593667435,-0.7033440628250717,0.0,-1.7069476661868064,-0.34434021709629403,-0.7061007854918389,0.0,-1.949999928485298,0.19700005649661453,-0.4337060244761872,0.0
1759838807.2491856,2,-1.1851724709356743,-0.8163425030543938,-0.7058935901278619,0.0,-1.7118763264132844,-0.3453344689799329,-0.708139588980825,0.0,-1.9499999284785787,0.19700005650192284,-0.4337565513116495,0.0
1759838807.2594414,2,-1.188652332130252,-0.8187394188346098,-0.7079662097440158,0.0,-1.7158915906729708,-0.3461444627449837,-0.7098005545182484,0.0,-1.9499999284760123,0.19700005650395025,-0.43384121488401567,0.0
1759838807.2698789,2,-1.1914873338328609,-0.820692157733653,-0.7096547483988946,0.0,-1.7193749259575692,-0.34684715120572446,-0.7112414808157024,0.0,-1.949999928475032,0.19700005650472466,-0.43392150987855693,0.0
1759838807.280785,2,-1.1939466655922173,-0.8223861365371676,-0.7111195364930334,0.0,-1.7221891649409513,-0.34741486378514025,-0.7124056268502245,0.0,-1.9499999284746576,0.19700005650502045,-0.4339893938329559,0.0
1759838807.291126,2,-1.195935538830866,-0.8237560652165054,-0.7123041175604881,0.0,-1.7244700100005177,-0.34787497553814356,-0.7133491276499547,0.0,-1.9499999284745146,0.19700005650513341,-0.4340554069777518,0.0
1759838807.30127,2,-1.1975481606403358,-0.8248668332749157,-0.7132646017317973,0.0,-1.726323385126848,-0.348248854366419,-0.714115800031561,0.0,-1.94999992847446,0.19700005650517657,-0.4341116064483046,0.0
1759838807.312018,2,-1.1988578738368443,-0.8257689589784237,-0.7140446722894532,0.0,-1.7278318744367702,-0.34855315985085517,-0.7147398059737126,0.0,-1.9499999284744391,0.19700005650519306,-0.4341531609469591,0.0
1759838807.3233871,2,-1.1999234341166571,-0.8265029130376934,-0.7146793243674086,0.0,-1.7290617803419945,-0.34880126708624515,-0.7152485723190218,0.0,-1.9499999284744312,0.19700005650519936,-0.434185341808341,0.0
1759838807.3342903,2,-1.200793071239394,-0.8271019159363714,-0.7151972838085289,0.0,-1.7300676877932493,-0.3490041874200112,-0.7156646788321465,0.0,-1.949999928474428,0.19700005650520178,-0.43421759789212194,0.0
1759838807.345503,2,-1.2015043059413302,-0.8275918118216339,-0.715620898117404,0.0,-1.7308921163591418,-0.3491704982665494,-0.7160057142777492,0.0,-1.949999928474427,0.1970000565052027,-0.4342441027967432,0.0
1759838807.3560607,2,-1.202087920417239,-0.8279938033576894,-0.7159685012956356,0.0,-1.731614416953019,-0.3493162069770338,-0.716304503178429,0.0,-1.9499999284744265,0.19700005650520303,-0.43427052901136065,0.0
1759838807.3673296,2,-1.2026000742556602,-0.8283465730656083,-0.7162735422247549,0.0,-1.7322020595847023,-0.34943475132105634,-0.7165475890867081,0.0,-1.9499999284744263,0.19700005650520316,-0.4342896871094801,0.0
1759838807.378102,2,-1.2030169885136421,-0.8286337420956579,-0.7165218580687013,0.0,-1.7326816527807887,-0.3495314990002791,-0.7167459789607395,0.0,-1.9499999284744263,0.19700005650520322,-0.4343087439021201,0.0
1759838807.393019,2,-1.2033555649061798,-0.8288669522878768,-0.7167235155583259,0.0,-1.7330721010438854,-0.3496102635941462,-0.7169074928903859,0.0,-1.9499999284744263,0.19700005650520325,-0.4343104840843104,0.0
1759838807.3998084,2,-1.2036341048207826,-0.8290588095716592,-0.7168894150751766,0.0,-1.7333941512892228,-0.3496752303494792,-0.7170407131031115,0.0,-1.9499999284744263,0.19700005650520325,-0.43434400935642076,0.0
1759838807.410987,2,-1.2038624152717858,-0.8292160689829401,-0.71702539771726,0.0,-1.7336587926659244,-0.34972861609229444,-0.7171501854013338,0.0,-1.9499999284744263,0.19700005650520325,-0.43435493855728957,0.0
