time,x,y,theta,velocity,acceleration,x_gps,y_gps,theta_gps,steering,throttle,v_ref,gps_valid
1779978825.995647,-0.005754300393164158,1.383019208908081,0.0,0.0,0.00024304461517312784,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0058024,-0.0057542992217776145,1.3830191992346954,-1.4502893171036721,1.5590482128675488e-07,0.0003038057689664097,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0163064,-0.00575425126286438,1.383019228581376,0.40355492779062496,8.521320090308088e-07,0.0001063320191382436,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0265985,-0.005754078228483553,1.383019347958786,0.5679219588067541,4.092608288005757e-06,0.00020127132194024648,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0368452,-0.00575389207459658,1.3830194747839053,0.5831098154289114,7.179079607173048e-06,2.9431183868621226e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0473456,-0.005753804772163562,1.3830195312313052,0.5812535191422121,7.906260169373807e-06,0.0001435956954880297,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0575585,-0.0057537243340394645,1.383019585362838,0.583347246357738,8.443203593535651e-06,-1.382553597054137e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0677407,-0.0057536440836605755,1.3830196378959094,0.5827599735933124,8.887043860960789e-06,0.00011115315560865775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0781682,-0.005753564378220423,1.3830196900330343,0.5822346043601807,9.212033902662916e-06,-3.815744088007033e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0884438,-0.005753491044837,1.3830197379531655,0.5817673015061424,9.400988786637781e-06,9.290422692651103e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.0987253,-0.005753421732820778,1.3830197832044442,0.5813337909678324,9.468210132029102e-06,-5.1844137391680376e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.1090539,-0.00575335741863996,1.3830198251471815,0.5809187664550963,9.414500810892172e-06,8.263920454280341e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.1192827,-0.0057532998080136654,1.3830198626697074,0.5805173639320254,9.247677604974412e-06,-5.954290417946126e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.129423,-0.005753247870387154,1.3830198964521363,0.5801190330742116,8.979578887261743e-06,7.686512945196766e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.1395688,-0.005753202043694948,1.3830199262082308,0.5797100004377445,8.613194854238922e-06,-6.387346049758808e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.1500614,-0.005753162326945989,1.3830199519325779,0.579262974141578,8.135079451479544e-06,7.361721221337255e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.1601923,-0.005753092234129678,1.3830199977817212,0.5792697141173386,8.327740353194319e-06,-6.63093984265344e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.170742,-0.005753018096339457,1.383020046277473,0.5792763575201816,8.526784462444647e-06,7.17902587666628e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.1812959,-0.0057529419187882305,1.383020096108201,0.5792827211627403,8.726577944326286e-06,-6.767961351156668e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.1915264,-0.005752866482260976,1.3830201454548556,0.5792886108796442,8.920019819385161e-06,7.076259745288863e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.201715,-0.005752789004832097,1.3830201961372008,0.5792942780022203,9.114423238682846e-06,-6.845035949689731e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.2122176,-0.0057527082039962405,1.38302024899422,0.5792998182618456,9.312844377087576e-06,7.018453796389067e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.2224078,-0.005755837533809579,1.38301801339979,-2.515154855612895,5.355844193971953e-05,-6.888390411364578e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.23266,-0.00575645013849117,1.383017572190363,-2.51576511277667,5.899013644927554e-05,6.985937950132931e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.242815,-0.005757042817451321,1.3830171456191247,-2.516255846597954,6.341765091579692e-05,-6.91277729605668e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.2534783,-0.005757646247693725,1.3830167116040875,-2.516696006548488,6.704779410122183e-05,6.967647786613855e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.263937,-0.005758227589545198,1.383016293720425,-2.5170774757444687,6.965350066847667e-05,-6.926494918695987e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.2744384,-0.005758779352289718,1.3830158973774471,-2.5174257803997255,7.125152779186806e-05,6.957359569634374e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.2845514,-0.005759276814475082,1.3830155402997057,-2.5177400827999628,7.187447334220886e-05,-6.934211081430584e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.294962,-0.005759745356938365,1.3830152042518291,-2.5180512268303397,7.156946415981785e-05,6.951572447583444e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.3051019,-0.005760172911449759,1.3830148978406496,-2.518352689637375,7.046721225145548e-05,-6.938551422968778e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.315575,-0.005760563793345512,1.3830146180050573,-2.5186674842193875,6.8451483691505e-05,6.9483171914298e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.326117,-0.005761155833472533,1.3830141927698476,-2.518771776831842,7.056938626209533e-05,-6.94099286508401e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.3361933,-0.005761744134460375,1.3830137703089758,-2.51886662597282,7.26126062953055e-05,6.946486109843375e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.3466036,-0.005762374742837503,1.3830133175569221,-2.5189598982560972,7.474062208423869e-05,-6.942366176273833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.3568184,-0.0057630010170901845,1.3830128680011793,-2.519045060874643,7.679554419120691e-05,6.945456126451004e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.3673227,-0.005763658813647539,1.3830123959014344,-2.51912753193283,7.88961628103503e-05,-6.943138663818111e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.3778884,-0.005764345007973083,1.3830119035047452,-2.519206905046587,8.102933251009808e-05,6.944876760792795e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.3883226,-0.005765043506229252,1.3830114023605,-2.5192815850250683,8.31444457901412e-05,-6.943573188061769e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.398844,-0.005765764202670756,1.3830108853696377,-2.5193529567100352,8.527169375280468e-05,6.944550867610052e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.4088879,-0.0057664719168382585,1.3830103777646787,-2.5194180847026275,8.731010212684892e-05,-6.943817607948827e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.4196541,-0.005758687148574466,1.383015852738039,0.6041416136846061,7.775025663996384e-05,6.944367552694759e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.4300177,-0.005757906629019846,1.3830163937185729,0.6048731414076323,8.433531763158715e-05,-6.943955094135295e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.440194,-0.005757167492442003,1.383016906603041,0.6054755085245791,8.948145296855636e-05,6.944264438054907e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.4507573,-0.005756414167910339,1.3830174298633109,0.6060310162850637,9.35503433006231e-05,-6.944032430115189e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.4613185,-0.0057557018944221616,1.3830179251632673,0.6065321903888328,9.623735022182946e-05,6.944206436069969e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.4718137,-0.005755028560382526,1.3830183938964111,0.6070000315774675,9.763946981049371e-05,-6.944075931603905e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.481949,-0.005754419867574923,1.3830188181189824,0.6074349405510695,9.782423842273678e-05,6.944173809953432e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.4924603,-0.00575384023465347,1.383019222599202,0.6078798199580033,9.678644911499716e-05,-6.944100401191309e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.5028896,-0.005753331566772391,1.3830195781048515,0.6083226182572483,9.45750922731924e-05,6.944155457762879e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.5134737,-0.005752892258755745,1.3830198857213105,0.6087827091451175,9.11933115137887e-05,-6.944114165334223e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.5232832,-0.005752500849923651,1.3830201602161696,0.609245966822276,8.736379483783213e-05,6.944145134655697e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.5338142,-0.005752168886948294,1.3830203937371124,0.6097774925142616,8.219939107359689e-05,-6.944121907664605e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.5440533,-0.005751921505119856,1.3830205685292463,0.6103493941091118,7.637541181077331e-05,6.94413932790791e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779978826.5545442,-0.005751249132884376,1.3830210389388873,0.610597237467787,7.906008942902741e-05,-6.944126262725446e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.5649629,-0.005750576134151335,1.3830215100232632,0.610821668463283,8.165935587649697e-05,6.944136061612281e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.5748982,-0.005749884779701664,1.383021994179648,0.6110312957860353,8.424644124281679e-05,-6.944128712447167e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.5856867,-0.005749146622195789,1.3830225113396934,0.611235120730897,8.692409887091437e-05,6.944134224320989e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.5956569,-0.005748411421560545,1.383023026641204,0.6114205108918269,8.951179722176669e-05,-6.944130090415637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.6061304,-0.005747628076560553,1.383023575900986,0.6116013856627593,9.218940062354757e-05,6.944133190844637e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.616207,-0.005746858234028206,1.3830241158905727,0.6117646362309084,9.474746053651801e-05,-6.944130865522901e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779978826.626453,-0.005753167633681719,1.3830198159302534,-2.571060509058476,4.0501051909265776e-05,6.944132609514199e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.0
