time,x,y,theta,velocity,acceleration,x_gps,y_gps,theta_gps,steering,throttle,v_ref,gps_valid
1779262250.2195468,-1.0454812049865723,-0.6588367223739624,0.1098049520259301,-0.004207726022710201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.2299123,-1.0455087712543778,-0.658839769708405,0.10921768550845368,-0.006135077819727975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.240328,-1.0455428379092304,-0.6588435173649696,0.10889017509573407,-0.006551245747416201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.250575,-1.0455661918613264,-0.6588460699986288,0.10865652372138701,-0.005701472997498936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.260916,-1.0455733746736613,-0.6588468351428465,0.1087559567510974,-0.003877732139979611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.2714689,-1.045563448874657,-0.6588457242689533,0.107888100686516,-0.0020644901789626563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.2817097,-1.0455432450351514,-0.658843481457337,0.10853172445612191,-0.0008457730961560655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.2919307,-1.045521804948881,-0.6588411173316551,0.10860552745983965,-0.0007157191137172708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.302322,-1.045505218174983,-0.6588392735158449,0.10925718414935925,0.0017840816669935165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3125827,-1.0454797915354686,-0.6588364707235316,0.10990067533741765,-0.0019435277417703355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3230722,-1.0454538064114378,-0.6588336175813929,0.10874376077927295,-0.0011533762905516633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3333259,-1.0454397973113614,-0.6588320784509281,0.10887073011652992,-0.0004317083716351365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3438294,-1.0454455827695015,-0.6588327079617472,0.10966931497014265,-0.0019317427025616742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3545547,-1.0454692311541653,-0.6588353083748413,0.10867085557316702,-0.003229460919184249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3648086,-1.04550736677833,-0.6588394897352342,0.10991976379868307,-0.00370853812373161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.3750803,-1.0455489822134867,-0.6588440612664773,0.11041480273782645,-0.0034859541093806923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779262250.385359,-1.0455866872794488,-0.6588482096115064,0.1106021890534099,-0.0036017840135322506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779262250.3960545,-1.0456259163498538,-0.6588525389267605,0.10985482218372367,-0.0030904868288922902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779262250.4064424,-1.0456584751379767,-0.6588561357444008,0.10948302572631752,-0.0029492504768057716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779262250.416924,-1.0456888933864086,-0.6588594946230404,0.11011299960307452,0.0019059203114492195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779262250.4276602,-1.045707107117751,-0.6588615078400168,0.11157549231345065,0.0006357784605386695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779262250.437876,-1.0456301164070416,-0.6588530586216447,0.11237410761169508,-0.0024454262462663984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1779262250.4484434,-1.045594742141529,-0.6588491811406642,0.11205015859548428,0.0031455086844219254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
