time,velocity,throttle,segment_index,segment_duration
1771193841,0.019719827,0.01,0,11
1771193841,0.029237836,0.01,0,11
1771193841,0.029237836,0.01,0,11
1771193841,0.014616902,0.01,0,11
1771193842,0.020520648,0.01,0,11
1771193842,-0.00660099,0.01,0,11
1771193842,0.020537947,0.01,0,11
1771193842,0.014303949,0.01,0,11
1771193842,0.014303949,0.01,0,11
1771193842,0.000409033,0.01,0,11
1771193842,0.035466508,0.01,0,11
1771193842,0.03176679,0.01,0,11
1771193842,0.010889017,0.01,0,11
1771193842,0.011924833,0.01,0,11
1771193842,0.02235839,0.01,0,11
1771193842,0.019900864,0.01,0,11
1771193842,0.018732188,0.01,0,11
1771193842,0.0159278,0.01,0,11
1771193842,0.007324235,0.01,0,11
1771193842,0.021775297,0.01,0,11
1771193842,0.044348185,0.01,0,11
1771193842,0.031106077,0.01,0,11
1771193842,0.022417591,0.01,0,11
1771193843,0.033315697,0.01,0,11
1771193843,0.036826745,0.01,0,11
1771193843,0.036826745,0.01,0,11
1771193843,-0.002840647,0.01,0,11
1771193843,0.036124677,0.01,0,11
1771193843,0.031840897,0.01,0,11
1771193843,0.002383345,0.01,0,11
1771193843,0.015211116,0.01,0,11
1771193843,0.01506574,0.01,0,11
1771193843,0.018031366,0.01,0,11
1771193843,0.018031366,0.01,0,11
1771193843,0.020238605,0.01,0,11
1771193843,0.025809154,0.01,0,11
1771193843,0.02940896,0.01,0,11
1771193843,0.025046146,0.01,0,11
1771193843,0.023873243,0.01,0,11
1771193843,0.023873243,0.01,0,11
1771193843,0.024898679,0.01,0,11
1771193843,0.00871529,0.01,0,11
1771193844,0.008540229,0.01,0,11
1771193844,0.028231432,0.01,0,11
1771193844,0.019000991,0.01,0,11
1771193844,0.006162808,0.01,0,11
1771193844,0.004855675,0.01,0,11
1771193844,0.007148242,0.01,0,11
1771193844,0.021132734,0.01,0,11
1771193844,0.029574766,0.01,0,11
1771193844,0.022726625,0.01,0,11
1771193844,0.019514464,0.01,0,11
1771193844,0.019514464,0.01,0,11
1771193844,0.027345253,0.01,0,11
1771193844,0.016309977,0.01,0,11
1771193844,0.011186608,0.01,0,11
1771193844,0.044873108,0.01,0,11
1771193844,0.026397095,0.01,0,11
1771193844,0.023767438,0.01,0,11
1771193844,0.014176307,0.01,0,11
1771193845,0.009225984,0.01,0,11
1771193845,0.015484717,0.01,0,11
1771193845,0.002147934,0.01,0,11
1771193845,0.018262073,0.01,0,11
1771193845,0.037558407,0.01,0,11
1771193845,0.013908686,0.01,0,11
1771193845,0.005725097,0.01,0,11
1771193845,0.037931888,0.01,0,11
1771193845,0.032811726,0.01,0,11
1771193845,0.040005953,0.01,0,11
1771193845,0.018502492,0.01,0,11
1771193845,0.020410345,0.01,0,11
1771193845,0.010725718,0.01,0,11
1771193845,0.010725718,0.01,0,11
1771193845,0.012774001,0.01,0,11
1771193845,0.037959904,0.01,0,11
1771193845,0.03580438,0.01,0,11
1771193845,0.040403245,0.01,0,11
1771193845,0.019354442,0.01,0,11
1771193846,0.029207701,0.01,0,11
1771193846,0.03137613,0.01,0,11
1771193846,0.016244335,0.01,0,11
1771193846,0.016244335,0.01,0,11
1771193846,0.012993521,0.01,0,11
1771193846,0.029171073,0.01,0,11
1771193846,0.005625069,0.01,0,11
1771193846,0.014856254,0.01,0,11
1771193846,0.030125016,0.01,0,11
1771193846,0.02847302,0.01,0,11
1771193846,0.023238653,0.01,0,11
1771193846,0.01648576,0.01,0,11
1771193846,-0.002511128,0.01,0,11
1771193846,0.011802172,0.01,0,11
1771193846,-0.001326147,0.01,0,11
1771193846,0.005468784,0.01,0,11
1771193846,0.012336552,0.01,0,11
1771193846,0.010045854,0.01,0,11
1771193846,0.039487458,0.01,0,11
1771193847,0.024401873,0.01,0,11
1771193847,0.006139593,0.01,0,11
1771193847,0.01180639,0.01,0,11
1771193847,0.009480771,0.01,0,11
1771193847,0.030120445,0.01,0,11
1771193847,0.004790301,0.01,0,11
1771193847,0.01569219,0.01,0,11
1771193847,0.041304702,0.01,0,11
1771193847,0.023172392,0.01,0,11
1771193847,0.013195598,0.01,0,11
1771193847,0.016166311,0.01,0,11
1771193847,0.016908537,0.01,0,11
1771193847,0.033803291,0.01,0,11
1771193847,0.00042411,0.01,0,11
1771193847,0.028772379,0.01,0,11
1771193847,0.005681273,0.01,0,11
1771193847,0.033605808,0.01,0,11
1771193847,0.014191862,0.01,0,11
1771193847,0.014573388,0.01,0,11
1771193848,0.042797213,0.01,0,11
1771193848,0.0192438,0.01,0,11
1771193848,0.0192438,0.01,0,11
1771193848,0.015289796,0.01,0,11
1771193848,0.014168383,0.01,0,11
1771193848,0.011740943,0.01,0,11
1771193848,0.017703899,0.01,0,11
1771193848,0.019645724,0.01,0,11
1771193848,0.019645724,0.01,0,11
1771193848,0.013885247,0.01,0,11
1771193848,0.001344224,0.01,0,11
1771193848,0.024346462,0.01,0,11
1771193848,0.001752369,0.01,0,11
1771193848,0.001752369,0.01,0,11
1771193848,0.008194093,0.01,0,11
1771193848,0.026363301,0.01,0,11
1771193848,0.046799517,0.01,0,11
1771193848,0.021156808,0.01,0,11
1771193849,0.01994697,0.01,0,11
1771193849,0.005437072,0.01,0,11
1771193849,0.005437072,0.01,0,11
1771193849,0.025338001,0.01,0,11
1771193849,0.008219566,0.01,0,11
1771193849,0.008219566,0.01,0,11
1771193849,0.001133724,0.01,0,11
1771193849,0.016490756,0.01,0,11
1771193849,0.001729655,0.01,0,11
1771193849,0.00462158,0.01,0,11
1771193849,0.023144499,0.01,0,11
1771193849,0.027537632,0.01,0,11
1771193849,0.027537632,0.01,0,11
1771193849,0.0359707,0.01,0,11
1771193849,0.015978368,0.01,0,11
1771193849,0.015978368,0.01,0,11
1771193849,-0.00248152,0.01,0,11
1771193849,0.041931998,0.01,0,11
1771193849,0.037152368,0.01,0,11
1771193850,0.027206872,0.01,0,11
1771193850,0.009237062,0.01,0,11
1771193850,0.017144515,0.01,0,11
1771193850,0.022941577,0.01,0,11
1771193850,0.023984614,0.01,0,11
1771193850,-0.003880909,0.01,0,11
1771193850,0.013648349,0.01,0,11
1771193850,0.029644397,0.01,0,11
1771193850,-0.002875843,0.01,0,11
1771193850,0.035483028,0.01,0,11
1771193850,0.017664761,0.01,0,11
1771193850,0.017664761,0.01,0,11
1771193850,0.033674777,0.01,0,11
1771193850,0.004296904,0.01,0,11
1771193850,0.015315717,0.01,0,11
1771193850,0.009489518,0.01,0,11
1771193850,0.015753368,0.01,0,11
1771193850,0.01857284,0.01,0,11
1771193850,0.018512567,0.01,0,11
1771193851,0.003129189,0.01,0,11
1771193851,0.015540405,0.01,0,11
1771193851,0.012350054,0.01,0,11
1771193851,0.026365165,0.01,0,11
1771193851,0.026365165,0.01,0,11
1771193851,0.024025782,0.01,0,11
1771193851,0.012670549,0.01,0,11
1771193851,0.041307019,0.01,0,11
1771193851,0.019544487,0.01,0,11
1771193851,0.033666133,0.01,0,11
1771193851,0.040271561,0.01,0,11
1771193851,0.005367183,0.01,0,11
1771193851,0.02808258,0.01,0,11
1771193851,0.020310673,0.01,0,11
1771193851,0.012786069,0.01,0,11
1771193851,0.012786069,0.01,0,11
1771193851,0.003955913,0.01,0,11
1771193851,0.023609008,0.01,0,11
1771193852,0.002207353,0.01,0,11
1771193852,0.002207353,0.01,0,11
1771193852,0.051756151,0.02,1,15
1771193852,0.055656827,0.02,1,15
1771193852,0.038681526,0.02,1,15
1771193852,0.042863404,0.02,1,15
1771193852,0.036129967,0.02,1,15
1771193852,0.044267085,0.02,1,15
1771193852,0.044267085,0.02,1,15
1771193852,0.055383798,0.02,1,15
1771193852,0.049480552,0.02,1,15
1771193852,0.068660872,0.02,1,15
1771193852,0.052558724,0.02,1,15
1771193852,0.05278244,0.02,1,15
1771193852,0.071085281,0.02,1,15
1771193852,0.089560424,0.02,1,15
1771193852,0.068789441,0.02,1,15
1771193852,0.07548428,0.02,1,15
1771193853,0.069939859,0.02,1,15
1771193853,0.072256711,0.02,1,15
1771193853,0.075896798,0.02,1,15
1771193853,0.07132187,0.02,1,15
1771193853,0.07132187,0.02,1,15
1771193853,0.065012137,0.02,1,15
1771193853,0.07312227,0.02,1,15
1771193853,0.081772423,0.02,1,15
1771193853,0.081772423,0.02,1,15
1771193853,0.097433601,0.02,1,15
1771193853,0.081378759,0.02,1,15
1771193853,0.081117761,0.02,1,15
1771193853,0.081117761,0.02,1,15
1771193853,0.070875599,0.02,1,15
1771193853,0.070875599,0.02,1,15
1771193853,0.089026317,0.02,1,15
1771193853,0.091126483,0.02,1,15
1771193853,0.101629142,0.02,1,15
1771193854,0.073342263,0.02,1,15
1771193854,0.069524749,0.02,1,15
1771193854,0.074008515,0.02,1,15
1771193854,0.092891783,0.02,1,15
1771193854,0.079622342,0.02,1,15
1771193854,0.091429229,0.02,1,15
1771193854,0.095905547,0.02,1,15
1771193854,0.087084624,0.02,1,15
1771193854,0.093529581,0.02,1,15
1771193854,0.102408109,0.02,1,15
1771193854,0.095373913,0.02,1,15
1771193854,0.093286379,0.02,1,15
1771193854,0.080300638,0.02,1,15
1771193854,0.075663784,0.02,1,15
