timestamp,vehicle_id,x,y,theta,velocity,gps_available,dt,gps_x,gps_y,gps_theta,gps_velocity,control_steering,control_acceleration
1759827970.4216888,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01,nan,nan,nan,nan,0.0,0.0
1759827970.4320247,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010335922241210938,nan,nan,nan,nan,0.0,0.0
1759827970.4431202,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011095523834228516,nan,nan,nan,nan,0.0,0.0
1759827970.454187,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011066675186157227,nan,nan,nan,nan,0.0,0.0
1759827970.4651525,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010965585708618164,nan,nan,nan,nan,0.0,0.0
1759827970.4757025,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01055002212524414,nan,nan,nan,nan,0.0,0.0
1759827970.4870353,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01133275032043457,nan,nan,nan,nan,0.0,0.0
1759827970.4976637,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010628461837768555,nan,nan,nan,nan,0.0,0.0
1759827970.508192,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010528326034545898,nan,nan,nan,nan,0.0,0.0
1759827970.5189986,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010806560516357422,nan,nan,nan,nan,0.0,0.0
1759827970.5292723,1,8.0,6.0,-0.05483113549895435,0.0,False,0.01027369499206543,nan,nan,nan,nan,0.0,0.0
1759827970.5399451,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010672807693481445,nan,nan,nan,nan,0.0,0.0
1759827970.5511105,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011165380477905273,nan,nan,nan,nan,0.0,0.0
1759827970.561641,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010530471801757812,nan,nan,nan,nan,0.0,0.0
1759827970.571842,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010200977325439453,nan,nan,nan,nan,0.0,0.0
1759827970.582431,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010589122772216797,nan,nan,nan,nan,0.0,0.0
1759827970.5928729,1,8.0,6.0,-0.05483113549895435,0.0,False,0.010441780090332031,nan,nan,nan,nan,0.0,0.0
1759827970.6041899,1,8.0,6.0,-0.05483113549895435,0.0,False,0.011317014694213867,nan,nan,nan,nan,0.0,0.0
1759827970.6197371,1,8.000000945727031,5.99999905427297,-2.879849532792127,0.0,True,0.01554727554321289,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.6300588,1,8.000000951017842,5.999999048982158,-3.1210568361282114,0.0,True,0.010321617126464844,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.6402292,1,8.00000095267779,5.999999047322208,3.139479380071368,0.0,True,0.010170459747314453,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.6518247,1,8.000000953294668,5.999999046705331,3.136201240807816,0.0,True,0.011595487594604492,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.663288,1,8.000000953529359,5.9999990464706405,3.13581442957215,0.0,True,0.011463403701782227,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.6734478,1,8.000000953618951,5.999999046381049,3.1363496950701624,0.0,True,0.010159730911254883,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.683952,1,8.000000953653169,5.999999046346831,3.136940893062583,0.0,True,0.01050424575805664,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.6946766,1,8.00000095366624,5.999999046333762,3.1374962808987483,0.0,True,0.010724544525146484,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.7055302,1,8.00000095367123,5.999999046328769,3.1379923851669,0.0,True,0.01085352897644043,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.7155597,1,8.000000953673139,5.999999046326862,3.1384723101442322,0.0,True,0.01002955436706543,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
1759827970.7258258,1,8.000000953673867,5.999999046326134,3.138843113679588,0.0,True,0.01026606559753418,8.000000953674316,5.999999046325684,3.141591787338257,0.0,0.0,0.0
